Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo,W.P
164,NO,96.1,102,47.2,49.6,19,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33,34.8,-9.6,2015,NO,MEDIUM,62.8,0.439000195
165,NO,106.4,109.1,52.9,56.2,18.1,16.4,22.5,22.8,35,29.8,51,55.6,36.9,37.9,-12,2020,NO,MEDIUM,68.7,0.319938532
166,YES,96.2,96.8,49.1,45.5,23.3,20.9,30.6,31.8,39.4,38.3,47.7,46.6,34.5,28.8,-7.8,2013,NO,MEDIUM,66.4,0.54864062
167,YES,107,99.8,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,-2.5,2021,NO,LARGE,66.4,0.583615744
168,YES,107.5,95.3,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,-1.1,2018,NO,LARGE,65.6,0.457636482
169,NO,96.9,111.5,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,45.9,52,31.6,38.7,-15.8,2014,NO,SMALL,62.8,0.263705003
170,NO,100.4,100.8,48,51.9,21.1,18.5,24.3,33.1,19.6,36.2,48,53.1,32.1,33,-10.4,2021,NO,MEDIUM,69.8,0.000375839
171,NO,100.1,111.6,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,-14.7,2017,NO,SMALL,70.5,0.357409948
172,YES,104.5,105.3,49.5,51,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,-7.5,2019,NO,MEDIUM,69.1,0.475064635
173,YES,117.2,92.2,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42,40.2,31.2,4.1,2017,YES,LARGE,70,0.843290066
174,YES,112.2,99.9,54.2,49.2,16.2,18.2,28,26.3,33.9,31.1,52,47.6,38.1,35.4,-0.1,2016,NO,LARGE,69.5,0.676901937
175,NO,103.5,93.6,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,-5.7,2017,NO,LARGE,69,0.227178479
176,NO,94.4,109.4,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,-19.1,2017,NO,SMALL,70.9,0.278059867
177,YES,98,100.9,46.3,50.4,18,24.3,26.5,32.6,42.7,43.5,46,50.3,31.3,33.8,-8.2,2019,NO,MEDIUM,71.7,0.5450457
178,NO,94.1,115.4,47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,45.7,51.9,33.1,35,-17,2016,NO,SMALL,68.5,0.161826552
179,NO,101.1,109.2,48.4,52.5,17.2,17.7,27.8,31.6,33.9,28.4,47.1,51.3,33.6,36.4,-12.6,2019,NO,SMALL,68.8,0.317725547
180,NO,107.6,108.9,50.4,48.8,17,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,-8.9,2014,NO,MEDIUM,64.9,0.400498201
181,YES,119.9,91,54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,52.6,46.3,40.3,34.7,8.6,2016,YES,LARGE,61.9,0.699230487
182,NO,105.1,123,50.1,59.5,16.1,15,27,30.8,21.6,36.1,49.3,56.7,34.1,43.1,-19.5,2018,NO,SMALL,70.1,0.220323592
183,NO,100.9,107.9,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,-9.9,2015,NO,MEDIUM,66.2,0.419962689
184,NO,98.6,103.2,50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,50.5,51.1,33.7,34.5,-7.4,2021,NO,MEDIUM,69.5,0.438481415
185,YES,108.2,109.7,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,-9.8,2017,NO,MEDIUM,68.5,0.427438109
186,NO,94.5,105.6,51.5,48.7,26.6,19.1,30.6,29.1,33.4,41.3,48.4,49.4,37.7,31.6,-13.7,2020,NO,SMALL,65.6,0.37005488
187,NO,97.1,104,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,-12,2017,NO,MEDIUM,64.7,0.430933907
188,YES,107.9,100.2,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,-0.6,2014,NO,LARGE,64.1,0.694235309
189,NO,94.7,112.9,46.8,55.5,20.2,24.3,32,35,38.1,42.2,46.6,54.8,31.5,37.8,-13.6,2017,NO,SMALL,68.5,0.429832644
190,YES,115.1,97.1,53.7,51.3,18.3,19.8,32,29,23.4,31.9,54.3,50.4,35.1,35.5,-1.8,2021,NO,LARGE,68.5,0.418394387
191,YES,105.7,106.2,52,50.8,18.1,16.9,28,28.6,35.5,27.8,51.4,48.5,35.2,37.3,-8,2018,NO,MEDIUM,72,0.514074241
192,YES,107.9,96.9,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34,-0.4,2019,NO,LARGE,70.4,0.512871296
193,NO,109.1,107,53.3,54.3,18.6,17.7,25.7,27.6,38.3,33.1,52.4,51.3,36.4,39.4,-7,2017,NO,MEDIUM,69.9,0.340187871
194,NO,95.1,103.1,46.1,48.4,20.6,18,30.5,32.5,38.3,38.7,45.1,48.4,31.9,32.2,-12.6,2016,NO,SMALL,70.6,0.335377099
195,YES,100.6,102.3,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,-6.3,2017,NO,MEDIUM,66.9,0.68510817
196,NO,99.2,105.3,47.7,53.3,18.8,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,-12.6,2016,NO,MEDIUM,67,0.07215832
197,NO,103.6,112.6,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39,-14.3,2019,NO,SMALL,68.6,0.319904411
198,NO,99.3,101.5,45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,44.2,48,32.5,34.4,-9.9,2015,NO,MEDIUM,62.6,0.052571433
199,YES,104.1,96.2,50.1,47.3,21.9,18,31.8,31.9,46.9,37.9,51.4,46.5,31.3,32.5,-3.3,2015,NO,LARGE,66.6,0.485707254
200,NO,98.6,110.5,49,52.7,17.9,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,-18.6,2018,NO,SMALL,66.9,0.214178732
201,YES,103.6,97.6,52.9,47,16.6,17,23.8,22.6,33.4,31.8,53.3,48,34.8,30,-3.3,2018,NO,LARGE,70.1,0.59151436
202,YES,112.1,107.5,56.7,55.7,15.8,24.2,23,34,43.2,54.9,55.7,56.7,38.6,35.8,-3.3,2014,NO,LARGE,66,0.595114206
203,NO,111.2,95.8,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,-0.5,2021,NO,LARGE,69.1,0.384600897
204,YES,114.6,106.2,53.1,49.6,15.2,16.5,31.2,29.5,41.8,32.1,49.3,48.1,39.8,34.9,-3.4,2016,NO,LARGE,74.5,0.603742216
205,NO,94.3,104.6,48.2,52.2,22,19.7,24.6,31.2,33.2,29.9,46.2,50.6,35.3,36.4,-13.2,2020,NO,SMALL,71.1,0.229831435
206,YES,112.9,103.3,52.1,49.2,19.8,18.7,34.1,29,31.7,28.2,54.7,47.4,32.3,34.4,-2.5,2020,NO,LARGE,64.7,0.442960049
207,NO,96.1,100.2,46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,45.1,44.6,33,39.7,-10.1,2015,NO,MEDIUM,65.7,0.407637118
208,YES,106.2,98.9,50.6,44.5,20.2,17.4,32.2,32.9,52.7,37.8,51.2,43.9,32.6,30.5,-2.7,2014,NO,LARGE,64.7,0.492324442
209,YES,99.3,106.7,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47,47.6,34.8,35.4,-8.7,2017,NO,MEDIUM,68.3,0.595769782
210,NO,101.3,109.3,48.8,53.1,20.5,18.7,36.4,29.2,34.8,42.7,49.1,52,32.2,36.8,-13.4,2015,NO,SMALL,66.6,0.288735494
211,NO,112.6,104,54.7,50.9,14.7,18.2,23.2,31.7,35.2,36.1,55.4,49.4,35.6,36,-5.5,2016,NO,LARGE,69.2,0.359400708
212,YES,104.5,103,50,47.7,17.5,16.9,34.8,28,38.9,35,48.1,45.8,35.9,33.8,-5.1,2015,NO,MEDIUM,64.1,0.632092757
213,NO,96.1,107.8,50.7,51.8,21.1,20,26.8,34.4,31.3,36.6,48.7,50.8,36.4,35.9,-15.3,2013,NO,SMALL,60.7,0.267347731
214,NO,99,111.1,48.7,53.6,20.1,17.8,30.6,30.7,41.8,45.7,48.7,50.3,32.5,40.3,-13.7,2014,NO,SMALL,65.6,0.307864554
215,NO,102.9,111.6,50.7,51.9,20.5,14.6,25.5,27.8,33.6,30.5,47.2,49.6,38.2,37.7,-16.9,2016,NO,SMALL,66.3,0.066646671
216,YES,109.8,107.3,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,-8.7,2016,NO,MEDIUM,78,0.358846313
217,YES,106.6,102.1,48.8,48.5,18.9,20.8,34.5,33.2,43.8,41.3,46.3,49.5,35.8,31,-6.8,2013,NO,LARGE,66.9,0.55435418
218,NO,95.3,102.6,49,52.8,19.9,21.1,22.1,27.7,29.7,37.7,49,53.3,32.7,34.6,-14,2019,NO,MEDIUM,67.3,0.221289983
219,NO,92.1,111.2,48.2,53,22,19.1,27.6,34.7,31.6,39.9,45.7,51.4,34.8,37.5,-19.2,2013,NO,SMALL,63.4,0.152890742
220,YES,109.2,109.5,51.9,52.9,15.9,20.6,31.9,31.7,35,32.3,49.8,53.3,38.2,34.7,-5.7,2016,NO,MEDIUM,66.9,0.590908756
221,NO,95.7,106.4,47.3,51.3,20.2,15.6,28.5,27,30.9,27.9,43.8,45.7,36.2,41.1,-13.4,2013,NO,SMALL,59.9,0.098499239
222,NO,102,103,50,52.9,19.1,16.8,26.4,21.9,26.5,27.7,51.1,54.2,32.2,34.1,-9,2021,NO,MEDIUM,69.2,0.259704214
223,NO,92.7,110.2,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,-16.3,2018,NO,SMALL,68.8,0.298016467
224,YES,102.4,106,52.3,50.8,17.6,17.4,26.9,24.7,31.2,32.9,52.2,50.3,35,34.5,-8.6,2019,NO,MEDIUM,67.5,0.560657495
225,NO,116.1,106.9,54.3,53.1,18.7,15.5,34.1,28,35.4,28.1,53.3,51.2,37.5,37.6,-5.7,2018,NO,LARGE,71.4,0.373365813
226,NO,94.7,107.6,50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,51.7,51.4,31.8,36.6,-16.4,2017,NO,SMALL,66,0.134840341
227,NO,98.6,102,48.3,53.8,20.2,21.7,24.5,29.5,34.8,33.3,49.7,52.4,30,37.3,-10.2,2014,NO,MEDIUM,66.8,0.332791419
228,NO,93.5,114.2,48.3,54.4,22.7,18.4,28.8,34.6,30.5,34.7,48.3,53.1,32.1,38.3,-19.5,2013,NO,SMALL,70.7,0.120090465
229,NO,97.8,114.5,48.5,55.7,15.5,15.1,21.2,26.2,21.7,35,44.7,55.1,36.6,37.7,-16.9,2020,NO,SMALL,71.4,0.114441188
230,YES,104.2,109.8,51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36,-10.6,2018,NO,MEDIUM,73.9,0.33560456
231,NO,102,109.9,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,45.7,49.6,38.1,37.4,-10.4,2014,NO,SMALL,64.2,0.313654059
232,NO,103.7,112.5,49.9,55.4,16.4,20.9,30.7,31.7,41.6,48.4,50.8,55.2,32,37.3,-10.7,2014,NO,SMALL,69.7,0.425491239
233,NO,99.4,107.8,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,-14,2016,NO,SMALL,68.2,0.221808884
234,NO,98.2,106.4,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,-13.3,2017,NO,SMALL,69.1,0.400573537
235,YES,118.2,99.4,51.7,49.7,15.7,17.8,32.4,30.4,39.4,38.5,48.7,48.8,37.9,34.2,4.1,2014,YES,LARGE,71.6,0.542348159
236,YES,114.3,103.7,51.2,51.3,15,17,32.1,26.4,36.6,42.3,49.8,50.4,35.9,35.3,-3.3,2014,NO,LARGE,65.5,0.514034538
237,NO,96.7,112.6,48,58.2,17.9,18.4,23.8,27.9,30.4,33.2,45.8,60.4,35,37,-11.7,2021,NO,SMALL,64.2,0.222713412
238,NO,113.1,103.8,52.7,51.1,16.1,17.1,25.9,27.9,38.5,37.3,51.7,49.1,35.9,36.4,-6.1,2014,NO,LARGE,65.8,0.320064555
239,YES,111.8,100.5,51.1,51.8,16.2,18.8,29.8,29.9,43,33.4,52,51.3,32.7,35,-1.8,2016,NO,LARGE,72.9,0.493040032
240,NO,100.3,110.5,58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,57,53.9,40,33.6,-12.7,2021,NO,SMALL,69.7,0.300324319
241,NO,101.9,105.3,50.1,52.1,20.7,19.4,26.9,29.1,24.3,36.1,49.9,53.8,33.6,32.9,-8.7,2021,NO,MEDIUM,68.8,0.212230735
242,YES,107.4,96.8,50.6,46.1,18.7,16.2,31.7,33.2,36.2,23.8,50,45.6,34.2,31.4,-3.3,2013,NO,LARGE,63,0.494352945
243,YES,106.6,102.2,49.1,49.3,17.4,17.7,30.9,26.6,27.2,33,48.1,49.3,34.1,32.8,-4.5,2020,NO,LARGE,65.6,0.438172378
244,YES,104.3,103.6,51.4,51.5,18.3,20.1,25.5,29.6,40.6,26.6,52.2,50.6,33,34.9,-5.8,2020,NO,MEDIUM,65.4,0.416308099
245,NO,102.3,104.2,49,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,-10.6,2016,NO,MEDIUM,68,0.335931906
246,NO,101,103,46.7,50.2,22.2,18.7,33.4,29.5,33.1,41.7,47.8,49.6,29.8,34.1,-12.3,2015,NO,MEDIUM,65.9,0.282963206
247,NO,93.3,102.7,43.9,53.1,21.7,19.8,31.3,30.6,32.9,35.7,45.5,53.6,26.8,34.9,-11.2,2021,NO,SMALL,67.4,0.259065921
248,NO,101.3,103.7,49.4,47.8,20.8,19.6,31.8,32.8,38.1,42.2,50.8,47.8,31.3,31.8,-9,2015,NO,MEDIUM,70.1,0.143239855
249,YES,100.5,101.7,48.8,51.3,21.5,18.9,30.5,25,36.8,33.6,48.7,49.9,32.6,35.8,-6,2021,NO,MEDIUM,65.4,0.537437831
250,YES,108.7,99.9,50.6,50.2,20.5,23,38.6,29.1,51.5,46.3,50,49.2,34.7,34.3,1.3,2014,YES,LARGE,64.5,0.733664795
251,NO,91.9,112.9,43.3,53.5,21.1,19.3,32.3,32.7,37.7,44.9,40.9,53.3,32.7,35.9,-16,2013,NO,SMALL,68.4,0.223080336
252,YES,123.3,94.9,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,8.6,2016,YES,LARGE,71.7,0.614981546
253,YES,103.5,110.9,50.6,50.9,15,16,23.7,28.5,30.3,33.7,48.4,51.4,36,33.2,-4.8,2021,NO,MEDIUM,68.9,0.405450886
254,YES,102.9,102.5,55,50.9,23.4,24.5,36.5,27.2,44,42.2,57.1,50.5,32.2,34.5,-2.7,2021,NO,MEDIUM,69.7,0.780135157
255,NO,93.9,105.7,45.3,50.8,17.8,21.1,29.2,34.6,35.8,46.4,46.7,51.3,27.9,33.2,-18.1,2014,NO,SMALL,66.1,0.223787433
256,NO,94.6,108.7,45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54,29.2,33.2,-18,2017,NO,SMALL,70.9,0.073421036
257,NO,98.8,105.5,44.6,52.5,17,16.5,29.3,24.1,34.6,40.9,42.9,51.8,32.5,35.7,-12.6,2017,NO,MEDIUM,67.7,0.232162236
258,YES,117.2,98.3,53.8,48,18.5,18.6,34.2,28.5,33,32.7,51.9,48.8,37.4,31.1,0.7,2013,YES,LARGE,69.6,0.464357211
259,YES,111.2,96.6,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,0,2018,NO,LARGE,68.6,0.607742995
260,YES,101.1,94.7,47.9,45.3,17.4,20.3,27.2,31.4,38.8,39.8,48.1,46.5,31.7,28.8,-4.9,2014,NO,LARGE,63.8,0.506502853
261,YES,100.9,102.9,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,-8.9,2017,NO,MEDIUM,71.1,0.465398086
262,NO,100.7,111.1,47.7,52,18.9,17,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,-16.2,2016,NO,SMALL,68,0.049155608
263,YES,107.1,109.8,51.3,52.1,17,20,32.6,36.1,39.8,42.9,51.4,51,34,36.2,-7.4,2014,NO,MEDIUM,75.8,0.494502878
264,YES,105.7,98.1,50.7,46.9,15.6,22.4,29,35.4,33.7,31.3,51.4,45.5,32.9,33.6,-1.7,2015,NO,LARGE,67.7,0.636921453
265,YES,100.3,112.4,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49,51.7,33.5,41.7,-11.9,2017,NO,SMALL,71,0.492568435
266,YES,100,100.6,49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,46.1,44.9,36.8,33.6,-8.9,2019,NO,MEDIUM,68.7,0.448289918
267,NO,107.4,95.8,50.6,47.7,20.9,15.9,29.1,28.3,35,30,51.9,45.8,32.3,33.9,-2.1,2021,NO,LARGE,67.9,0.463925638
268,NO,99.9,104.8,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,-11.1,2019,NO,MEDIUM,69.8,0.278446035
269,YES,103.8,96.3,54.9,52.2,19.4,23.6,21.3,23.6,38.9,23.5,55.3,49.8,36,36.9,-4.2,2020,NO,LARGE,65.3,0.628823991
270,NO,100.1,103.1,46.6,50.5,22.8,21,38.3,32.9,35.2,45.8,45.8,50.4,32.1,33.8,-10.1,2013,NO,MEDIUM,66.7,0.402353871
271,NO,97.9,107.9,48.9,50.8,21.2,19.5,31.3,33.7,38,28.3,48.1,51.2,33.5,33.3,-14.7,2015,NO,SMALL,65,0.296147223
272,YES,101.7,102.5,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35,51.4,49.4,33.9,40.3,-9.9,2019,NO,MEDIUM,67.4,0.435966431
273,NO,98.8,105.2,46.1,51,19,19.5,28.2,31,35.6,41.8,47.7,52,28.4,32.9,-12.3,2019,NO,MEDIUM,69.9,0.28320805
274,YES,107.1,109,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,-8.7,2017,NO,MEDIUM,68,0.546043453
275,NO,108.5,106.4,50.4,50,18,15.7,33.9,28.4,32.8,35.3,49.6,47.7,34.4,35.3,-9.9,2017,NO,MEDIUM,63,0.434890415
276,NO,92.1,107.5,46.5,50.7,23.6,17.6,27.4,31.3,30.1,34.4,46.4,50.3,31.1,34.3,-15.5,2021,NO,SMALL,69.8,0.012188308
277,NO,105.2,102.3,52.7,49.8,18.1,17.4,23.9,29.8,34.6,32.4,48,49.2,40.1,34.1,-7.9,2013,NO,MEDIUM,66.8,0.438847686
278,NO,91.4,104.8,48.1,51.5,19.3,20.3,22.5,25.1,32.6,35,44.9,50.2,34.4,35.6,-14.9,2020,NO,SMALL,68,0.311473207
279,YES,111.2,98.5,50.4,47.5,14.2,16.8,26.9,28.1,25,19.7,49.4,45.8,34.5,33.7,-1.1,2020,NO,LARGE,68.1,0.555902176
280,YES,108.5,94.9,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,1.2,2020,YES,LARGE,69,0.697683539
281,NO,95.2,113.9,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,45.9,54.7,32.3,33.6,-18.7,2017,NO,SMALL,69.6,0.209602387
282,YES,107,102.6,55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,54.2,47.3,38.5,34.9,-2.3,2019,NO,LARGE,69.9,0.7593837
283,YES,109.2,99.6,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,-0.6,2019,NO,LARGE,63.5,0.750333301
284,YES,98,102.2,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,52,49.4,33.5,33.1,-9.1,2017,NO,MEDIUM,70.7,0.45987317
285,NO,94,103.5,48,49.4,19.7,18.3,24.2,25.6,33.7,28.2,47.3,47.7,32.6,34.7,-13.9,2020,NO,SMALL,68.5,0.448783148
286,NO,99.7,112,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,48,53.6,32.5,37,-16.5,2017,NO,SMALL,75.5,0.264466535
287,YES,107.5,98.6,55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,55,48.7,37.4,31.8,-1.9,2021,NO,LARGE,65.8,0.405749453
288,YES,102.7,104.3,50,48.4,18.1,18.8,34.5,32.7,35.4,36.3,50.5,47.8,32.6,33.4,-6.3,2015,NO,MEDIUM,65.3,0.444366768
289,NO,94.6,104.7,45.3,50.6,16.4,18.3,25.1,27.3,31.1,33.4,45.1,50,30.4,34.5,-15,2020,NO,SMALL,66.9,0.14586895
290,NO,102,105.6,51.5,52.1,18,18.9,24.3,27.2,22.4,38.1,50.6,51,35.4,35.8,-12.5,2019,NO,MEDIUM,68.9,0.251042783
291,YES,106.7,97.4,49.5,47.4,20.3,18.9,32.4,32.6,35.8,35,48.9,46.9,33.6,32.4,-1,2013,NO,LARGE,71.2,0.631145463
292,NO,95.3,111.8,44.2,52.8,17.7,18.1,30.7,34.8,37.2,43.1,40.6,51.8,33.4,36.7,-16.2,2016,NO,SMALL,71.1,0.107489974
293,NO,97.1,104.3,51.5,50.3,20.6,17.3,26.4,24,28,33.7,50.7,50.1,35.1,33.8,-13.6,2017,NO,MEDIUM,72.7,0.339021941
294,YES,101.2,97.4,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,-3.9,2020,NO,LARGE,64.4,0.499382187
295,YES,106.1,92.7,51.6,43.6,22.2,15.7,36.9,27.9,34.5,29.7,51.9,42.7,33.9,30.3,-1.3,2013,NO,LARGE,67.2,0.606912932
296,NO,82.1,108,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,-20.8,2020,NO,SMALL,67.7,0.055098231
297,YES,107.8,92.8,50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,50.1,43.9,33.9,30.9,0.5,2015,YES,LARGE,70.1,0.568229528
298,YES,97.9,102.4,46.5,50.5,15.7,21.7,26.3,30.1,28.4,40.4,45.6,50,31.8,34.3,-8.2,2021,NO,MEDIUM,69.3,0.508077286
299,YES,116,94.3,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,4.5,2018,YES,LARGE,68.2,0.646437908
300,NO,110.5,102,48,48.5,15.8,17.3,32.1,34.5,34.1,37.3,47.4,47.1,32.7,34.2,-5.8,2016,NO,LARGE,70,0.430834696
301,YES,104.8,99.2,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,-3.5,2019,NO,LARGE,70.1,0.401536744
302,YES,97.2,100.8,49.2,46.8,17.4,19.1,26.4,30.1,29.2,36.5,48,43.2,34,36.8,-6.6,2013,NO,MEDIUM,66.2,0.557764126
303,NO,101.6,106.1,48.9,49.9,20,17.6,29,30.2,37.1,33.3,48.3,47.9,33.4,35.9,-14.7,2017,NO,MEDIUM,71.7,0.23038106
304,YES,105.4,104.5,54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,53,47.2,37.3,36.9,-9,2015,NO,MEDIUM,65.2,0.39249818
305,YES,122.2,92.5,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,11.1,2017,YES,LARGE,65.6,0.864282693
306,NO,97.5,106.7,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,-14,2016,NO,SMALL,71.4,0.060139901
307,YES,108.5,88.3,56.3,46.7,18.5,21.6,26,21,30.7,22.4,58,45.5,35.7,32.5,1.7,2021,YES,LARGE,63.9,0.786903703
308,YES,113.7,98.7,52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,49.4,46.6,38.7,32.5,0.2,2016,YES,LARGE,72.1,0.472831538
309,YES,108.4,88.5,50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,51.1,45.9,32.4,29.3,4.5,2014,YES,LARGE,65.4,0.665488374
310,NO,95.6,108.4,48.5,50.9,21.5,14.6,32.5,22.6,30,33,50.3,50.9,29.9,33.9,-16.9,2018,NO,SMALL,69.6,0.134024698
311,YES,102.8,109.8,49.3,50.7,16.3,19.6,27.4,32.2,42.8,42,46.4,51.4,36.1,33,-10.7,2014,NO,MEDIUM,70.2,0.509938286
312,YES,100.2,102.4,46.3,47.4,19.8,20.2,39.6,28.8,40.9,40.2,47.5,44.7,29.1,36.7,-7.2,2015,NO,MEDIUM,65,0.644779482
313,YES,105.1,98.1,52.8,48,17.1,18.8,25,25.1,38,37.4,52.1,47.5,35.7,32.8,-2.5,2014,NO,LARGE,64.8,0.685222148
314,NO,100,110.1,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,47.5,52.6,36.6,35.7,-14.1,2019,NO,SMALL,66.4,0.370805773
315,YES,123.2,95.7,57.7,47,15.8,17.7,28,28,35.6,24.2,54.1,45.5,42,33.2,7.6,2018,YES,LARGE,68.7,0.786617146
316,YES,105.4,97.4,49.2,47,20.5,21.6,34.4,34.8,33.4,38,46.9,46.9,35.6,31.5,-2.5,2013,NO,LARGE,69.3,0.366053298
317,YES,103.4,101.8,53.9,53.5,17.9,26.9,21.6,34.8,32.2,35,54.9,49.9,35.1,39.2,-5.5,2015,NO,MEDIUM,64,0.477440371
318,YES,107.7,96.7,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,52.4,48.5,34.4,32.6,-0.7,2021,NO,LARGE,69.3,0.571152845
319,YES,108.4,94,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,3,2015,YES,LARGE,67.2,0.63389981
320,YES,109.1,95.8,50.2,48.1,17,19.3,32.8,27.7,36,37.6,50.2,47.1,33.5,33.3,-2.5,2013,NO,LARGE,71.4,0.468549502
321,YES,100.4,97.3,51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,48.3,48.1,37.8,33,-6.1,2016,NO,MEDIUM,66.3,0.46788563
322,YES,110.6,96.5,50.8,47.8,16.9,20.1,28.8,30.9,28.5,35.4,52.6,48,31.8,31.6,-0.5,2020,NO,LARGE,69.5,0.595894084
323,YES,108.8,103.3,55.7,48.3,18.4,16,25.6,25,29.4,31.9,60.9,48.6,34.1,31.8,-0.7,2017,NO,LARGE,69.5,0.749923631
324,NO,106.5,119.4,54.4,57.7,19.1,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38,-15.3,2018,NO,SMALL,71.9,0.30794265
325,NO,93.5,106.2,45.3,48.3,20,17.6,29.7,32.7,33,34.7,44.1,47.6,32,33.1,-13,2015,NO,SMALL,66,0.310992437
326,YES,98.5,106.9,52.4,50.5,20.4,17.4,24.5,25.2,33.6,33.7,50.8,50.5,36,33.7,-13,2019,NO,SMALL,68.5,0.479709154
327,YES,103.3,102.1,49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,49.3,49.1,33.7,33,-7,2019,NO,MEDIUM,67,0.620438089
