Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo
705,YES,94.3,96,51.6,45.8,19.4,19.4,24.7,27.4,39.8,28.3,48.9,43.2,38.7,34.2,-4.5,2013,NO,MEDIUM,58
706,YES,106.5,102.8,52,47.8,20.9,15,37.4,27,40.5,30.7,51.6,46,35.3,33.8,-4.2,2013,NO,LARGE,61.8
707,YES,103.4,105.9,51,52.2,19.8,22.3,31.4,35.7,38.8,29.1,48.3,53.4,37.1,33.2,-6.8,2013,NO,MEDIUM,63.9
708,YES,109.7,96.7,52.6,43.9,19.4,17.6,34.7,31.2,41.7,30.2,52.9,42,34.6,32.4,-0.2,2013,NO,LARGE,67.5
709,YES,109,94.8,56.2,47.3,18.6,26.2,22.7,34.1,31.2,41,56.1,46.5,37.5,33.1,-2.7,2013,NO,LARGE,59.1
710,YES,107.4,90.3,51.6,44.1,18.2,20.9,28.3,27.9,31.6,31.8,48.9,42.7,38.5,31.2,-1.5,2013,NO,LARGE,60.7
711,YES,98,88.7,50.5,42.2,20.5,22.6,34.1,25.9,40.4,35.5,50.9,41.4,32.8,29.7,-0.5,2013,NO,LARGE,60.8
712,YES,102.3,98.5,46.9,45.8,18.4,20.9,37.1,35.9,41,42.4,47.6,46.2,29.9,30,-4.9,2013,NO,LARGE,63.7
713,YES,105,95.4,53.6,47.5,18.5,25.5,27.4,34.4,31.3,45.9,54.3,46.5,35.1,33.1,-2.5,2013,NO,LARGE,67.9
714,YES,108.8,98.2,50.7,47.5,18.3,21.1,32.8,33.4,37,42,48.9,45.8,35.8,34.3,-3.3,2013,NO,LARGE,68.5
715,YES,109.4,96.5,53.1,48.5,22,24.3,38,31.7,36.5,40.6,51.8,47.8,37.4,32.9,-0.6,2013,NO,LARGE,64.8
716,NO,85.2,107.7,41.8,51.4,23.2,16.8,26.5,30.3,33.6,31.4,41.3,49.8,28.6,35.9,-21.7,2013,NO,SMALL,66.4
717,NO,90.4,110,44.7,55.5,21,21.3,30.7,33.1,37.4,47.6,44.4,54.7,30.3,38.2,-22,2013,NO,SMALL,64.4
718,NO,86.6,112.1,44.9,54,24.4,21.2,27.4,36.6,38.8,41.5,46.1,52.7,27.1,38.1,-14.9,2013,NO,SMALL,71.1
719,NO,83.7,101.1,39.7,50.1,23.3,22.4,33.2,29.6,35.8,51.9,38.8,49.5,27.8,34.1,-19.7,2013,NO,SMALL,62.5
720,NO,88.8,111.3,42.2,51.5,21.5,22.2,31.6,37.5,39.5,43.1,40.5,50.9,30.3,35.4,-18.3,2013,NO,SMALL,70.6
721,NO,90.5,107,46.2,52.1,19.5,20.8,24.5,34.3,37.5,34.6,45.7,49.7,31.4,37.4,-19.5,2013,NO,SMALL,60.3
722,NO,93.3,116.5,48.9,53.8,20.8,16.4,22.7,35.3,26.4,34.7,47.4,51.1,34.5,39.4,-18.9,2013,NO,SMALL,62.3
723,NO,96.7,118.7,50.5,55,23.9,18,30.9,36.2,37.8,28.8,48.9,53.6,35.9,38.2,-18,2013,NO,SMALL,65.4
724,NO,88.6,106.5,43,50.5,22.5,22.7,31.6,37.4,32.7,42.2,41.9,49.3,30.3,35.4,-18.4,2013,NO,SMALL,69.6
725,NO,81.2,101.1,39.2,47.3,23.9,22.9,35.1,34.3,34.1,37,39.9,45.8,24.9,33.3,-17.7,2013,NO,SMALL,62.4
726,NO,88.1,100,42,48.9,22.2,20.6,34.3,34.9,39.3,36.7,41.6,50,28.7,31,-19.7,2013,NO,SMALL,64.9
727,NO,92.5,97.1,47.1,46.7,25.5,19.8,36.7,29.9,28.8,42.7,46.5,45.9,32.2,32.1,-16.2,2013,NO,MEDIUM,70.1
728,NO,90.6,102.1,44.4,50.5,21.2,23.5,30.1,33.9,24.6,48.1,41.9,48.6,32.6,36,-15.7,2013,NO,SMALL,67.1
729,NO,94.8,107.4,46.6,51.2,21.3,20.2,28.7,32.9,30.1,44,44.2,53.8,33.9,30.9,-17.6,2013,NO,SMALL,67.7
730,NO,87.7,102.8,44.1,49.6,18.5,21.6,25.8,34,27.9,38.4,42.2,50.7,32.1,31.9,-18.2,2013,NO,SMALL,61
731,NO,98.9,104.6,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,-12.5,2013,NO,MEDIUM,69.3
732,NO,97.1,103.5,48.2,54,21.9,23.1,27.5,34.1,36,37.6,48,52.7,32.4,37.5,-14.5,2013,NO,MEDIUM,65.8
733,NO,95,101.6,48.8,49.1,22.4,18.1,31,32.2,30.1,38.2,46.9,45.3,34.2,37.3,-13.3,2013,NO,MEDIUM,64
734,NO,95.9,106.6,46.6,50.2,21.4,17.5,31.5,32.8,36.7,38,45.1,50.3,33.5,33.3,-14.5,2013,NO,SMALL,66.7
735,NO,98.1,110.1,49.8,51.2,21.9,18.1,33.2,35.6,32.2,38.2,48.4,49.1,35.2,37.1,-14.6,2013,NO,SMALL,68.4
736,NO,92.1,102.5,45.8,50.1,20,22,30.3,32.5,30.3,41.7,44.1,49,33.6,35,-15.8,2013,NO,SMALL,63.7
737,NO,100,102.7,44.9,51.9,16.8,19.5,25.8,31.7,34.4,37.9,45.8,52.5,28.8,33.9,-12.1,2013,NO,MEDIUM,61
738,NO,97,99.4,46,49.7,19.7,19.8,29.2,29.9,35.3,43,45.7,48.3,31.1,34.5,-13.4,2013,NO,MEDIUM,67.1
739,NO,94.7,105.2,46.9,51.2,24.2,21.5,35.3,34.6,38.2,45.8,47.3,51.2,30.8,34.1,-12.5,2013,NO,SMALL,65.6
740,NO,97.6,101.8,48.6,48.1,23,17.9,32.4,33.3,34.3,33.2,46.8,45.5,35.3,35.4,-10.7,2013,NO,MEDIUM,63.8
741,NO,96.4,110.7,49.6,50.5,18.9,17.3,25.7,30.1,30.5,27.4,50.3,50,32.1,34.4,-14.3,2013,NO,SMALL,64.5
742,NO,95.8,103.6,47.3,48.2,21.7,17.2,30.4,30.4,33.3,34.3,48.8,45.9,29.2,35.4,-13.9,2013,NO,SMALL,69.6
743,NO,90.2,101.7,44.2,49,19.5,21.6,32.2,31.9,35.8,39.9,42.9,47,31.2,36.6,-15.6,2013,NO,SMALL,67.6
744,NO,92.7,99.9,43.3,49.7,21.9,20.1,32,32.8,40.6,34.1,42.3,49,30.8,34.2,-11.2,2013,NO,SMALL,61.1
745,NO,90.7,103.6,44.4,52.9,20.9,25.5,29.8,35.2,32.3,41.5,43.5,52.2,31,36,-15.4,2013,NO,SMALL,70.3
746,NO,95.7,99.7,44.6,51.4,20.1,20.9,32.7,32.4,34,40.4,42.6,48.7,32.6,37.5,-12.7,2013,NO,MEDIUM,64.8
747,NO,95.9,103.3,48.1,49.8,18.9,21,25.2,31.7,28.4,35.7,46.8,49.5,33.1,33.5,-12,2013,NO,SMALL,59.6
748,NO,97,111.9,47.9,50.7,19.8,19.4,33.4,36.6,29.6,40.8,46.4,49.6,34.2,35.7,-13,2013,NO,SMALL,72.6
749,NO,93.7,108.7,44.9,48.8,17.9,19,31.8,37.8,30.3,35.8,43.9,48.6,31.9,32.8,-12.1,2013,NO,SMALL,64.3
750,NO,100.8,108.5,51.3,53,20.2,19,31.4,29.7,33.2,33.4,49.2,52.7,37.1,35.6,-13.3,2013,NO,MEDIUM,66.4
751,NO,97.9,107.6,46.9,52.2,21.2,21.1,31.9,32.5,30.4,45.2,45.1,51.8,33.5,35.4,-11,2013,NO,SMALL,65.4
752,NO,103.1,104.3,47.3,51.8,18.7,18.7,28.9,32,41.8,40.2,47.8,49.5,30.9,37.4,-9.2,2013,NO,MEDIUM,67
753,NO,95.4,98.5,46.6,48,19.9,20,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,-13.3,2013,NO,MEDIUM,64.1
754,NO,96.5,110.9,46,53.5,20,18.5,33.9,27.8,43,32.6,45.9,51.4,30.8,37.6,-14.8,2013,NO,SMALL,67.7
755,NO,99.3,104,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,-9.4,2013,NO,MEDIUM,68.2
756,NO,93,102,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,-9.8,2013,NO,SMALL,67.5
757,NO,94.3,99.7,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34,45.3,45.7,34,37.8,-10.3,2013,NO,MEDIUM,64.4
758,NO,101.2,107.3,46.6,54.7,19.1,22.2,35.9,31,38.5,39.8,45.7,53.6,33,37.7,-11.7,2013,NO,MEDIUM,71
759,NO,104.2,108.8,53.6,54.1,18.1,22.8,25,37.2,35.5,36.6,51.8,54.8,37.7,35.1,-13.3,2013,NO,MEDIUM,69.9
760,NO,101.5,106.6,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48,51.3,32.8,33.2,-13.1,2013,NO,MEDIUM,66.5
761,NO,86.5,94.9,44.2,47.6,20.3,22.2,25.9,27,27.9,38.3,43.2,48.4,30.7,30.6,-13.2,2013,NO,SMALL,63.9
762,YES,112.1,94.2,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,-0.1,2016,NO,LARGE,70.3
763,YES,109.7,97.3,51.1,50.4,15.3,22.6,31,28.2,30.1,40.6,50.4,50.6,35.2,33.2,1.6,2018,YES,LARGE,69.6
764,YES,112.1,84.1,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,10,2015,YES,LARGE,58.4
765,YES,122.1,95.6,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,8.6,2017,YES,LARGE,69.7
766,YES,115.4,95.2,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,5.9,2017,YES,LARGE,72.8
767,YES,111.8,86.9,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,5,2017,YES,LARGE,60.3
768,YES,115.2,92.1,52,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,5.6,2017,YES,LARGE,65.4
769,YES,110.2,94,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48,44.1,37.6,31.8,6.9,2015,YES,LARGE,64.5
770,YES,113.9,93.1,54.2,46.4,17,21.6,33.5,32,34.7,27.8,53.6,45.2,37,32.2,2.5,2015,YES,LARGE,66.3
771,YES,111.6,94.9,54,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,0.4,2017,YES,LARGE,68.1
772,YES,111.6,93.3,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,4.2,2019,YES,LARGE,67.7
773,YES,107.8,93.8,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,0.9,2019,YES,LARGE,67.2
774,YES,112.9,92.4,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46,35,33.6,8.3,2019,YES,LARGE,71.5
775,YES,110.5,93.1,50.4,47.5,17,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,2.5,2019,YES,LARGE,70.3
776,YES,108.5,88.6,48.4,46.7,17,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,3.5,2015,YES,LARGE,63.9
777,YES,121.9,91.1,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,11.3,2015,YES,LARGE,64.7
778,YES,117,94.3,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,7.7,2016,YES,LARGE,72.4
779,YES,107.2,97.6,51.3,44.1,17.5,16.7,33.7,27,28.7,33,50.1,40.7,35.9,33.9,0.7,2019,YES,LARGE,66.6
780,YES,110.3,87.8,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,0.2,2016,YES,LARGE,66.8
781,YES,110.4,98.6,54.8,46.5,17.2,19.4,32,30.7,33.5,27.4,56.2,48.3,34.9,28.9,1.2,2019,YES,LARGE,70.2
782,YES,115.8,97.3,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,5.6,2016,YES,LARGE,66.9
783,YES,109.5,98,52,45.8,16.3,23.2,30,34.8,37.7,39.8,53.4,43.1,32.2,33.1,-3,2015,NO,LARGE,63.2
784,YES,107.6,96.7,51.9,45.9,15.6,21,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,2.1,2016,YES,LARGE,63.8
785,YES,113.2,96,50,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,3.9,2015,YES,LARGE,69.9
786,YES,123.2,95.1,53.5,44.5,16.2,18,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,5,2016,YES,LARGE,68.2
787,YES,114,96.9,50.8,49.7,16.4,20.7,32.1,28,39.8,38.1,48.7,47.7,35.7,35.1,4.3,2018,YES,LARGE,73.8
788,YES,110.3,96.5,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,-1.2,2016,NO,LARGE,68.2
789,YES,114.2,92.8,48.2,48,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,7.9,2014,YES,LARGE,61.5
790,YES,113.4,94.7,49.9,47,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,4.2,2014,YES,LARGE,70.8
791,YES,112.4,96.7,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41,46.9,42.9,32.7,35.2,3.6,2014,YES,LARGE,68.7
792,YES,113.6,93.3,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39,31.8,4,2014,YES,LARGE,66.5
793,YES,112,101.6,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50,34.9,34.7,1.7,2014,YES,LARGE,63.5
794,YES,106.1,90.2,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33,4.5,2013,YES,LARGE,69.3
795,YES,106,89.5,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,0.4,2013,YES,LARGE,66.8
796,YES,109.8,92.7,47.5,48.7,17.6,21.7,33.6,33,31,36,47.4,47.4,31.7,34.1,2.4,2013,YES,LARGE,66.1
797,YES,116.4,95,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,3.5,2013,YES,LARGE,65.2
798,YES,112.6,92.5,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,2.1,2013,YES,LARGE,64.1
799,YES,105.4,92.3,48,44.3,18.9,16.8,32.5,30.7,31.2,32.5,48.8,41.7,30.2,33.6,0.5,2013,YES,LARGE,66.5
800,YES,104.9,99.9,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,-2.6,2013,NO,LARGE,64.7
801,YES,118.3,102.2,55.4,49.3,14.1,17,29.6,30.4,28.5,34.6,53.1,51.4,38.7,30,1.7,2015,YES,LARGE,67.2
802,YES,117,102.3,57.4,51.2,14.5,16.2,22.6,23.4,24.6,29.6,56.5,50.3,38.9,35,-2.9,2018,NO,LARGE,65.5
803,YES,101.3,95.7,46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,47.2,46.7,30.4,31.4,-3.2,2019,NO,LARGE,67.7
804,YES,113.3,96.6,53.1,49,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,2.7,2018,YES,LARGE,68.2
805,YES,114.6,86.7,52.7,44.3,14,20.9,27,25.6,24.5,26.2,50.1,42.8,38.3,31,11.3,2018,YES,LARGE,60.5
806,YES,115.2,98.6,57.7,50.4,17,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,1.3,2018,YES,LARGE,70.2
807,YES,110.5,94.2,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,0.4,2019,YES,LARGE,67.3
808,YES,110,98.2,55.3,48.6,17,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,0.7,2017,YES,LARGE,65.8
809,YES,111.1,94.6,52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,51.3,42.9,36.3,32.7,3.1,2015,YES,LARGE,63.6
810,YES,120,94.1,54.6,46,16.9,18.3,37.2,26.4,36,24.6,51,44.1,40.6,32.1,6.4,2017,YES,LARGE,64.8
811,YES,103.2,101.8,51.5,52,20,19.9,27.4,24.3,40.6,38.4,53.2,52.8,32.7,33.8,-3.2,2018,NO,MEDIUM,75.9
812,YES,119.5,103,54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,50.2,50.9,40.6,32.5,-0.3,2015,NO,LARGE,67.2
813,YES,117.2,93.4,53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,52.8,42.9,36.7,31.4,4.4,2016,YES,LARGE,68.9
814,YES,116.3,92.7,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,46.1,46.4,38.2,29.8,5,2015,YES,LARGE,62.1
815,YES,116.9,95.6,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24,54.3,45.2,36.2,34.7,7,2015,YES,LARGE,69.8
816,YES,112.2,95.6,49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,48.5,45.8,34.1,34.5,3.2,2016,YES,LARGE,66.3
817,YES,114.8,90.4,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,7.4,2016,YES,LARGE,70.9
818,YES,114.6,99.5,53.5,51,17.3,16.8,28.4,30,33.2,25.6,53.3,49.1,35.9,36.2,1.1,2018,YES,LARGE,76.7
819,YES,109.3,93.7,50,48.3,17,18,29.4,29.1,33,26.2,51.2,47.5,32,33.2,1.4,2018,YES,LARGE,66.6
820,YES,114.5,95.2,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33,4.3,2017,YES,LARGE,72.7
821,YES,111.7,95.9,53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,50,45.1,38.8,32.4,2.7,2019,YES,LARGE,70.5
822,YES,110.1,107.6,55.1,52.3,15.9,17.8,29.3,30.7,35.2,36,52.2,49.2,39.3,38.7,-2.6,2015,NO,MEDIUM,68.5
823,YES,103.1,102.7,53.4,50.7,18.3,19.6,26,27.8,36.1,39.7,51.4,50,38.7,34.8,-5.3,2017,NO,MEDIUM,72.5
824,YES,106.7,98.4,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,-1.1,2018,NO,LARGE,69.1
825,YES,101.3,102.8,49.3,50.1,18.7,20.2,32,28,31.2,31.7,47.1,48.9,35,34.6,-6.5,2018,NO,MEDIUM,64.2
826,YES,105.1,96.8,50.7,44.7,18.2,17.2,30,30.7,30.2,35.3,47.8,42.4,38.2,33.6,-4.6,2015,NO,LARGE,63.9
827,YES,117.7,105,55,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34,1.5,2017,YES,LARGE,71.5
828,YES,106.9,104.2,49.8,51.5,15.8,21.1,30.9,32,42.2,35.8,48.5,50,35,36.3,-4.5,2016,NO,MEDIUM,77.3
829,YES,107.6,95.4,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32,50.5,46.9,37.6,34.5,-0.4,2017,NO,LARGE,64.2
830,YES,108.8,107.6,53.9,52.5,16,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,-7.3,2018,NO,MEDIUM,71.5
831,YES,100.7,103.3,50.1,49.3,19.8,21.8,31,35.9,35.5,37.6,47.4,48.3,37.5,34.1,-8.6,2015,NO,MEDIUM,66
832,YES,108.7,106.8,56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,56.4,51.2,37.7,34.3,-4.7,2015,NO,MEDIUM,67.6
833,YES,116.1,95.7,53.6,46.2,18.2,16,35,24.9,43.8,29.3,52.2,45.7,38.1,31.6,3.4,2016,YES,LARGE,69.1
834,YES,109.9,98.1,49.8,49.5,16.6,19.5,29,32.2,36.8,39.3,46.9,50,37.4,32.4,0.3,2016,YES,LARGE,68
835,YES,117,100.4,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,3.8,2018,YES,LARGE,68.3
836,YES,108.7,97.6,50.6,48.5,18.7,19,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,0.1,2019,YES,LARGE,71.9
837,NO,96.7,106.9,47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,47.2,52.8,32.6,35.7,-14.5,2016,NO,SMALL,64.6
838,YES,108,101.3,53.9,47.8,17,17,27,27.5,42.6,34.5,55,47,34.8,33.1,-3,2018,NO,LARGE,72.9
839,YES,108.8,101.5,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44,38.7,33.8,-5.1,2018,NO,LARGE,67.7
840,YES,103.4,95.2,51.7,47.5,19.8,21.4,33.7,23.9,26,39.2,51.1,47.3,35,31.9,-1.6,2018,NO,LARGE,66.2
841,YES,112.5,93.8,52.1,48.1,18.2,16.1,24.8,27,34.8,30.7,48.1,46.8,37.6,33.8,0.1,2017,YES,LARGE,67
842,YES,111,96,54.1,46.7,20.8,16,30.3,27.9,38.3,30.3,50.3,45.4,39,32.7,0.4,2018,YES,LARGE,66.8
843,YES,113.3,97.9,53.1,51,18.2,20.6,30.2,29.3,30.9,33.5,52.7,48.2,35.8,37.4,0.9,2019,YES,LARGE,69.7
844,YES,116.9,96.8,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,4.5,2019,YES,LARGE,69
845,YES,111,98.8,55.6,49,20.3,24.5,37.6,29.6,41.9,49.1,55.4,48.3,37.3,33.7,1.2,2015,YES,LARGE,66.4
846,YES,100.8,100.7,49.7,48.1,16,16.5,26.1,23.7,35.7,30.7,45.5,45,38.2,36.2,-3.9,2015,NO,MEDIUM,61.5
847,YES,113.2,100.4,54.3,50,14,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,0.6,2018,YES,LARGE,71.5
848,YES,100.6,106.5,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50,49.3,29.6,32.5,-4.4,2017,NO,MEDIUM,70
849,NO,104.1,112.4,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,-10.9,2018,NO,SMALL,72.6
850,YES,103.4,95.7,49.3,45.2,18.2,21.5,34.1,29.7,38,42.1,48.5,42.8,34.3,33.4,-3.5,2016,NO,LARGE,68.4
851,YES,106.8,95,51.6,46,17.4,19,33.8,22.5,29.1,33,52,45.7,34,31.1,1.3,2018,YES,LARGE,69.4
852,YES,113.1,96.3,53.8,48.9,16.2,16.3,31.2,23,29.1,29.1,52.3,49.2,37.8,32.1,-0.8,2019,NO,LARGE,64.1
853,YES,108.3,89.8,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,3.6,2014,YES,LARGE,70.8
854,YES,112.8,95.7,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,4.4,2014,YES,LARGE,66.2
855,YES,113.8,100.5,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,49.2,48.2,36.9,33.7,0.6,2014,YES,LARGE,73
856,YES,114.9,100.4,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,1.2,2014,YES,LARGE,64.9
857,YES,111.6,102,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,-2.3,2014,NO,LARGE,67.1
858,YES,105.6,95.8,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,-3.6,2014,NO,LARGE,68.4
859,YES,104.7,102.5,52,47.6,20.9,18.5,31,32,51.4,34.7,53.7,47.8,32.6,31.5,-2.9,2014,NO,MEDIUM,67
860,YES,102.8,103.1,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,47,46,36,34.9,-8.6,2014,NO,MEDIUM,63.2
861,NO,102,104.4,46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,44.2,48.6,33,33.8,-10.7,2014,NO,MEDIUM,60.4
862,YES,112.8,91.1,51.7,44.6,18.1,22,40.4,30,37.5,36.4,51.5,44,34.9,30.4,3.1,2013,YES,LARGE,60.3
863,YES,110.3,95.6,47.8,47.4,17.5,19.6,33.2,31.5,35.4,31.4,47.6,46.4,32.3,32.9,0.3,2013,YES,LARGE,66.7
864,YES,104.9,90.2,48.3,45.9,20,19.4,33.6,30.4,40.9,25.3,47,44.7,34.4,32,1.4,2013,YES,LARGE,65.5
865,YES,109.7,103.7,53.3,51.2,16.4,17.1,28.9,26.1,33,24.4,50.4,49.8,38.9,35.8,-3.2,2013,NO,LARGE,64
866,YES,104.7,101.1,50.5,50,17.8,20,29.2,30.8,37.7,39.3,46.8,48,38.9,35.4,-5.1,2013,NO,MEDIUM,63.4
867,YES,112.8,105,52.1,51.6,17.1,19.3,32.8,33.4,32.7,32.2,50.4,49.1,36.7,37.5,-5.9,2013,NO,LARGE,71.3
868,YES,105.2,105,53.6,47.9,18.3,17.9,29.2,31.8,39.7,34.1,51.1,48.3,38.1,31.3,-5.1,2015,NO,MEDIUM,67.5
869,YES,108.3,94.5,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,0.6,2017,YES,LARGE,67.6
870,YES,101.9,109.9,52.1,50,19.5,16.5,29.4,29.8,38.7,31.8,52.3,50.5,34.6,32.8,-13.2,2018,NO,SMALL,72.8
871,YES,113.7,100.6,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,0,2018,NO,LARGE,71.5
872,YES,98.9,106.2,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,47.6,47.7,33.8,32.2,-8.1,2016,NO,MEDIUM,69.5
873,YES,121.2,99.2,51.1,47.4,15.9,18.8,37.6,29,45.3,35.4,50.6,47.3,35,31.7,1.2,2014,YES,LARGE,70.9
874,YES,112,99.5,51.7,49.4,18.7,16.9,34.1,28.7,41.6,39.5,51.5,47.4,34.8,35.2,1.4,2014,YES,LARGE,66
875,NO,107.1,111,51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,50.2,54.6,35.5,33.4,-9.4,2014,NO,MEDIUM,69.9
876,YES,108.1,111.2,54.4,52.6,20.3,18.4,35.2,33.5,45.6,31.6,53.1,51.1,38,37.2,-8.6,2013,NO,MEDIUM,69.3
877,NO,100.1,109.7,48.5,47.8,19.8,15.1,29,32.6,38.4,38.5,44.9,48.6,37,30.9,-15.6,2013,NO,SMALL,65.7
878,YES,119.6,92.5,51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,50.9,45.6,35.8,30,6.5,2015,YES,LARGE,69.9
879,YES,115.7,90.5,52.1,42.5,16.5,18.2,34.4,26,31.6,37.3,51.3,43,35.5,27.9,7.8,2019,YES,LARGE,67.3
880,YES,114.9,96.3,55.2,46.5,18.9,16.4,29.1,29.9,37,27,55.8,45.5,36.2,32.1,4,2016,YES,LARGE,67.9
881,YES,121.4,98.6,57.1,49.8,15.7,16.8,26.2,30.1,26.1,24.9,56.7,49.5,38.7,33.5,3.6,2016,YES,LARGE,72.3
882,YES,115.4,89.3,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,6.4,2017,YES,LARGE,72.2
